Date,BTC,ETH,ETC,ZEC,DASH,LTC
4/28/2013,134.21,,,,,4.35
4/29/2013,144.54,,,,,4.38
4/30/2013,139,,,,,4.3
5/1/2013,116.99,,,,,3.8
5/2/2013,105.21,,,,,3.37
5/3/2013,97.75,,,,,3.04
5/4/2013,112.5,,,,,3.48
5/5/2013,115.91,,,,,3.59
5/6/2013,112.3,,,,,3.37
5/7/2013,111.5,,,,,3.33
5/8/2013,113.57,,,,,3.41
5/9/2013,112.67,,,,,3.42
5/10/2013,117.2,,,,,3.44
5/11/2013,115.24,,,,,3.35
5/12/2013,115,,,,,3.27
5/13/2013,117.98,,,,,3.28
5/14/2013,111.5,,,,,2.82
5/15/2013,114.22,,,,,2.94
5/16/2013,118.76,,,,,2.92
5/17/2013,123.02,,,,,3.19
5/18/2013,123.5,,,,,3.29
5/19/2013,121.99,,,,,3.3
5/20/2013,122,,,,,3.18
5/21/2013,122.88,,,,,3.09
5/22/2013,123.89,,,,,3.12
5/23/2013,126.7,,,,,3.18
5/24/2013,133.2,,,,,3.18
5/25/2013,131.98,,,,,3.12
5/26/2013,133.48,,,,,3.25
5/27/2013,129.75,,,,,3.1
5/28/2013,129,,,,,3.09
5/29/2013,132.3,,,,,3.1
5/30/2013,128.8,,,,,2.97
5/31/2013,129,,,,,2.96
6/1/2013,129.3,,,,,2.83
6/2/2013,122.29,,,,,2.73
6/3/2013,122.22,,,,,2.73
6/4/2013,121.42,,,,,2.87
6/5/2013,121.65,,,,,2.86
6/6/2013,118,,,,,2.75
6/7/2013,111.5,,,,,2.6
6/8/2013,108.3,,,,,2.56
6/9/2013,100,,,,,2.38
6/10/2013,106.35,,,,,2.49
6/11/2013,108.9,,,,,2.4
6/12/2013,108.15,,,,,2.38
6/13/2013,104,,,,,2.27
6/14/2013,99.98,,,,,2.13
6/15/2013,99.99,,,,,2.11
6/16/2013,99.51,,,,,2.13
6/17/2013,101.7,,,,,2.28
6/18/2013,107.4,,,,,2.31
6/19/2013,108.25,,,,,2.3
6/20/2013,110.15,,,,,2.29
6/21/2013,109.5,,,,,2.87
6/22/2013,108.3,,,,,2.92
6/23/2013,107.6,,,,,3.12
6/24/2013,102.74,,,,,2.87
6/25/2013,103.95,,,,,2.82
6/26/2013,104,,,,,2.86
6/27/2013,101.44,,,,,3.02
6/28/2013,94.65,,,,,2.75
6/29/2013,94.99,,,,,2.79
6/30/2013,96.61,,,,,2.98
7/1/2013,88.05,,,,,2.95
7/2/2013,90.13,,,,,2.83
7/3/2013,77.53,,,,,2.62
7/4/2013,80.53,,,,,2.73
7/5/2013,68.43,,,,,2.43
7/6/2013,70.28,,,,,2.52
7/7/2013,74.56,,,,,2.66
7/8/2013,76.52,,,,,2.61
7/9/2013,76.69,,,,,2.61
7/10/2013,86.76,,,,,2.81
7/11/2013,88.98,,,,,2.73
7/12/2013,93.59,,,,,2.79
7/13/2013,98.13,,,,,2.9
7/14/2013,94.69,,,,,2.91
7/15/2013,98.4,,,,,2.98
7/16/2013,97.45,,,,,3.1
7/17/2013,98.5,,,,,3.15
7/18/2013,90.58,,,,,2.89
7/19/2013,92.17,,,,,2.96
7/20/2013,89.39,,,,,2.86
7/21/2013,90.76,,,,,2.92
7/22/2013,91.61,,,,,2.89
7/23/2013,95.56,,,,,2.99
7/24/2013,94.51,,,,,2.94
7/25/2013,96.9,,,,,2.97
7/26/2013,96.02,,,,,2.9
7/27/2013,94.12,,,,,2.88
7/28/2013,99.76,,,,,2.98
7/29/2013,101.2,,,,,2.96
7/30/2013,107.99,,,,,2.99
7/31/2013,106.09,,,,,2.87
8/1/2013,104,,,,,2.91
8/2/2013,104.5,,,,,2.84
8/3/2013,104,,,,,2.96
8/4/2013,105.14,,,,,3.01
8/5/2013,106.22,,,,,2.83
8/6/2013,106.75,,,,,2.82
8/7/2013,106.75,,,,,2.76
8/8/2013,103,,,,,2.7
8/9/2013,102.8,,,,,2.68
8/10/2013,103,,,,,2.56
8/11/2013,105,,,,,2.69
8/12/2013,106.64,,,,,2.65
8/13/2013,109,,,,,2.74
8/14/2013,112.56,,,,,2.73
8/15/2013,109.99,,,,,2.76
8/16/2013,108.99,,,,,2.72
8/17/2013,113.5,,,,,2.82
8/18/2013,113.5,,,,,2.8
8/19/2013,119,,,,,2.82
8/20/2013,121.2,,,,,2.78
8/21/2013,123.3,,,,,2.7
8/22/2013,121.15,,,,,2.75
8/23/2013,118.5,,,,,2.72
8/24/2013,120.05,,,,,2.69
8/25/2013,122.11,,,,,2.59
8/26/2013,120.06,,,,,2.57
8/27/2013,126.5,,,,,2.57
8/28/2013,122.62,,,,,2.52
8/29/2013,122.39,,,,,2.55
8/30/2013,133.49,,,,,2.66
8/31/2013,135.35,,,,,2.58
9/1/2013,138.34,,,,,2.58
9/2/2013,135.85,,,,,2.56
9/3/2013,136.77,,,,,2.6
9/4/2013,126.74,,,,,2.81
9/5/2013,126.43,,,,,2.75
9/6/2013,119.15,,,,,2.69
9/7/2013,124.15,,,,,2.71
9/8/2013,121.66,,,,,2.73
9/9/2013,127.11,,,,,2.73
9/10/2013,125.91,,,,,2.64
9/11/2013,135.25,,,,,2.72
9/12/2013,133.13,,,,,2.7
9/13/2013,134.98,,,,,2.67
9/14/2013,129.22,,,,,2.54
9/15/2013,130.37,,,,,2.64
9/16/2013,131.72,,,,,2.63
9/17/2013,131.66,,,,,2.6
9/18/2013,131.47,,,,,2.56
9/19/2013,129.65,,,,,2.62
9/20/2013,127.04,,,,,2.48
9/21/2013,127.43,,,,,2.51
9/22/2013,129.12,,,,,2.53
9/23/2013,125.95,,,,,2.47
9/24/2013,127.25,,,,,2.47
9/25/2013,128.22,,,,,2.37
9/26/2013,128.38,,,,,2.39
9/27/2013,133.78,,,,,2.4
9/28/2013,134.78,,,,,2.25
9/29/2013,137.34,,,,,2.3
9/30/2013,133,,,,,2.35
10/1/2013,132.18,,,,,2.42
10/2/2013,114.13,,,,,1.97
10/3/2013,123.63,,,,,2.17
10/4/2013,129.01,,,,,2.2
10/5/2013,128.55,,,,,2.15
10/6/2013,129,,,,,2.17
10/7/2013,126.94,,,,,2.1
10/8/2013,126,,,,,1.98
10/9/2013,130.69,,,,,1.92
10/10/2013,130.59,,,,,2.03
10/11/2013,130.9,,,,,2.07
10/12/2013,135.19,,,,,2.12
10/13/2013,138.13,,,,,2.13
10/14/2013,140.52,,,,,2.05
10/15/2013,145.24,,,,,1.96
10/16/2013,142.55,,,,,1.92
10/17/2013,146.25,,,,,1.91
10/18/2013,155.96,,,,,1.9
10/19/2013,172.42,,,,,1.88
10/20/2013,174.61,,,,,1.93
10/21/2013,182.21,,,,,1.82
10/22/2013,193.76,,,,,1.7
10/23/2013,213.62,,,,,2.05
10/24/2013,198.23,,,,,2.27
10/25/2013,186.69,,,,,2.18
10/26/2013,177.32,,,,,2.21
10/27/2013,196.44,,,,,2.13
10/28/2013,198.55,,,,,2.18
10/29/2013,204.39,,,,,2.13
10/30/2013,199.97,,,,,2.29
10/31/2013,204,,,,,2.36
11/1/2013,206.18,,,,,2.45
11/2/2013,206.22,,,,,2.7
11/3/2013,215.05,,,,,2.88
11/4/2013,229.1,,,,,3.08
11/5/2013,245.24,,,,,3.04
11/6/2013,262.5,,,,,3.39
11/7/2013,296.41,,,,,4.39
11/8/2013,338.11,,,,,4.61
11/9/2013,339.11,,,,,4.22
11/10/2013,326.62,,,,,3.93
11/11/2013,342.44,,,,,4
11/12/2013,360.33,,,,,3.98
11/13/2013,407.37,,,,,4.11
11/14/2013,420.2,,,,,4.29
11/15/2013,417.95,,,,,4.21
11/16/2013,440.22,,,,,4.3
11/17/2013,492.11,,,,,4.09
11/18/2013,703.56,,,,,9.37
11/19/2013,584.61,,,,,8.03
11/20/2013,590.83,,,,,7.98
11/21/2013,722.43,,,,,9.35
11/22/2013,771.44,,,,,10.13
11/23/2013,797.82,,,,,10.61
11/24/2013,774.25,,,,,10.41
11/25/2013,799.11,,,,,12.27
11/26/2013,928.1,,,,,20.35
11/27/2013,1001.96,,,,,39.04
11/28/2013,1031.95,,,,,43.39
11/29/2013,1131.97,,,,,37.74
11/30/2013,1129.43,,,,,40.47
12/1/2013,955.85,,,,,34.74
12/2/2013,1043.33,,,,,33.18
12/3/2013,1078.28,,,,,39.79
12/4/2013,1151.17,,,,,44.73
12/5/2013,1045.11,,,,,37.75
12/6/2013,829.45,,,,,29.84
12/7/2013,698.23,,,,,23.29
12/8/2013,795.87,,,,,27.27
12/9/2013,893.19,,,,,31.57
12/10/2013,988.51,,,,,36.29
12/11/2013,878.48,,,,,30.98
12/12/2013,873.26,,,,,31.59
12/13/2013,892.58,,,,,31.2
12/14/2013,872.6,,,,,30.38
12/15/2013,876.12,,,,,31.28
12/16/2013,705.97,,,,,24.64
12/17/2013,682.12,,,,,21.97
12/18/2013,522.7,,,,,13.39
12/19/2013,691.96,,,,,19.91
12/20/2013,625.32,,,,,17.57
12/21/2013,605.66,,,,,16.73
12/22/2013,617.18,,,,,16.86
12/23/2013,673.41,,,,,17.89
12/24/2013,665.58,,,,,17.64
12/25/2013,682.21,,,,,21.15
12/26/2013,761.98,,,,,24.76
12/27/2013,735.07,,,,,23.27
12/28/2013,727.83,,,,,22.56
12/29/2013,745.05,,,,,24.07
12/30/2013,756.13,,,,,24.38
12/31/2013,754.01,,,,,24.35
1/1/2014,771.4,,,,,24.62
1/2/2014,802.39,,,,,25.76
1/3/2014,818.72,,,,,24.82
1/4/2014,859.51,,,,,25.11
1/5/2014,933.53,,,,,26.83
1/6/2014,953.29,,,,,29.22
1/7/2014,802,,,,,23.25
1/8/2014,842.72,,,,,24.39
1/9/2014,846.86,,,,,24.43
1/10/2014,868.48,,,,,24.93
1/11/2014,913.95,,,,,26.79
1/12/2014,863.22,,,,,25.09
1/13/2014,841.2,,,,,24.27
1/14/2014,833.27,,,,,24.1
1/15/2014,860.9,,,,,25.22
1/16/2014,835.63,,,,,24.46
1/17/2014,814.64,,,,,23.71
1/18/2014,840,,,,,24.55
1/19/2014,870.96,,,,,25.44
1/20/2014,870.2,,,,,25.2
1/21/2014,863.91,,,,,24.73
1/22/2014,845.59,,,,,23.65
1/23/2014,822.04,,,,,22.38
1/24/2014,797.07,,,,,20.72
1/25/2014,853.61,,,,,23.08
1/26/2014,885.28,,,,,24.12
1/27/2014,771.39,,,,,20.02
1/28/2014,812.51,,,,,21.55
1/29/2014,826,,,,,21.92
1/30/2014,819.03,,,,,21.69
1/31/2014,829.92,,,,,22.13
2/1/2014,832.58,,,,,22.47
2/2/2014,825.37,,,,,22.4
2/3/2014,823.83,,,,,21.91
2/4/2014,827.96,,,,,21.46
2/5/2014,811.91,,,,,20.78
2/6/2014,781.55,,,,,19.91
2/7/2014,712.4,,,,,18.54
2/8/2014,673.92,,,,,18.08
2/9/2014,682.9,,,,,18.22
2/10/2014,681.03,,,,,17.73
2/11/2014,672.17,,,,,17.46
2/12/2014,651.72,,,,,16.95
2/13/2014,605.24,,,,,15.29
2/14/2014,661.99,,,,0.374024,16.41
2/15/2014,650.92,,,,0.314865,16.17
2/16/2014,616.63,,,,0.406976,15.2
2/17/2014,626.27,,,,1.45,15.49
2/18/2014,626.6,,,,1.04,15.62
2/19/2014,623.03,,,,0.941647,15.73
2/20/2014,556.14,,,,1.06,13.98
2/21/2014,574.16,,,,1.13,13.89
2/22/2014,605.42,,,,1.24,14.94
2/23/2014,605.82,,,,1.15,15.49
2/24/2014,546.32,,,,0.841903,14.55
2/25/2014,538.71,,,,0.527474,13.82
2/26/2014,582.69,,,,0.619451,14.23
2/27/2014,578.77,,,,0.61939,14.29
2/28/2014,549.26,,,,0.550661,13.23
3/1/2014,565.61,,,,0.937342,13.65
3/2/2014,559.79,,,,1.03,12.74
3/3/2014,667.76,,,,1.21,14.27
3/4/2014,666.78,,,,0.987557,17.07
3/5/2014,665.51,,,,1.03,16.34
3/6/2014,663.86,,,,1.05,16.46
3/7/2014,629.15,,,,0.877912,15.85
3/8/2014,617.45,,,,0.914905,15.41
3/9/2014,636.96,,,,0.872964,16
3/10/2014,627.79,,,,0.810256,16.01
3/11/2014,634.11,,,,0.8913,16.14
3/12/2014,632.1,,,,0.865936,17.18
3/13/2014,638.14,,,,0.833336,17.02
3/14/2014,628.8,,,,0.811341,16.59
3/15/2014,636.12,,,,0.7912,16.9
3/16/2014,631.11,,,,0.775647,17.35
3/17/2014,622.37,,,,0.781925,17.31
3/18/2014,614.83,,,,0.75221,19.42
3/19/2014,609.89,,,,0.743559,17.24
3/20/2014,588.77,,,,0.725089,16.47
3/21/2014,571.49,,,,0.704648,15.7
3/22/2014,565.04,,,,0.71468,15.71
3/23/2014,561.27,,,,0.718257,15.36
3/24/2014,583.41,,,,0.866518,16.19
3/25/2014,583.92,,,,0.8201,16.3
3/26/2014,580.83,,,,0.858815,16.27
3/27/2014,471.24,,,,0.6835,12.48
3/28/2014,495.67,,,,0.697426,13.74
3/29/2014,491.17,,,,0.703475,13.45
3/30/2014,460.27,,,,0.662486,13.14
3/31/2014,457,,,,0.641774,12.75
4/1/2014,478.38,,,,0.724105,13.13
4/2/2014,437.14,,,,0.615044,11.29
4/3/2014,444.72,,,,0.638183,11.05
4/4/2014,447.53,,,,0.648937,11.02
4/5/2014,461.91,,,,0.700444,11.2
4/6/2014,460.5,,,,0.641513,11.64
4/7/2014,449.42,,,,0.6041,11.26
4/8/2014,453.09,,,,0.603018,11.36
4/9/2014,442.73,,,,0.587437,11.19
4/10/2014,365.18,,,,0.457036,8.46
4/11/2014,420.95,,,,0.548907,10.95
4/12/2014,421.12,,,,0.571875,10.66
4/13/2014,414.06,,,,0.539027,10.31
4/14/2014,458.79,,,,0.583917,11.52
4/15/2014,515.59,,,,0.647564,13.25
4/16/2014,527.39,,,,0.655656,13.37
4/17/2014,495.96,,,,0.615856,12.52
4/18/2014,479.64,,,,0.789777,12.06
4/19/2014,501.56,,,,0.736829,12.82
4/20/2014,498.17,,,,0.722926,12.62
4/21/2014,495.77,,,,0.708118,12.5
4/22/2014,487.92,,,,0.722089,12.07
4/23/2014,491.3,,,,0.873071,12.13
4/24/2014,500.46,,,,1.06,12.55
4/25/2014,461.45,,,,1.69,10.79
4/26/2014,458.6,,,,1.72,10.57
4/27/2014,436.39,,,,1.71,9.92
4/28/2014,440.29,,,,1.67,10.13
4/29/2014,447.21,,,,1.64,10.4
4/30/2014,447.64,,,,1.54,10.9
5/1/2014,457.76,,,,1.52,11.1
5/2/2014,449.38,,,,1.35,10.5
5/3/2014,437.76,,,,1.2,10.31
5/4/2014,436.4,,,,1.55,10.32
5/5/2014,433.48,,,,1.67,10.18
5/6/2014,428.96,,,,1.61,10.33
5/7/2014,438.82,,,,1.63,10.51
5/8/2014,440.17,,,,1.65,10.45
5/9/2014,449.46,,,,2.23,10.75
5/10/2014,454.43,,,,2.57,10.73
5/11/2014,438.89,,,,2.57,10.36
5/12/2014,441.46,,,,2.47,10.41
5/13/2014,440.67,,,,2.77,10.42
5/14/2014,443.97,,,,4.01,10.43
5/15/2014,447.25,,,,5.76,10.45
5/16/2014,448.06,,,,5.92,10.41
5/17/2014,448.9,,,,4.74,10.35
5/18/2014,446.26,,,,6.38,10.36
5/19/2014,446.18,,,,6.94,10.3
5/20/2014,485.72,,,,6.88,10.63
5/21/2014,491.77,,,,7.99,10.59
5/22/2014,524.58,,,,11.23,10.67
5/23/2014,520.22,,,,13.49,11.23
5/24/2014,525.14,,,,12.1,11.1
5/25/2014,571.59,,,,15.13,11.53
5/26/2014,583.42,,,,11.29,11.56
5/27/2014,571.24,,,,10.57,11.15
5/28/2014,577.06,,,,7.21,11.03
5/29/2014,568.18,,,,9.38,10.78
5/30/2014,615.33,,,,11.05,11.25
5/31/2014,623.68,,,,11.33,10.93
6/1/2014,630.23,,,,12.93,11.14
6/2/2014,660.62,,,,14.48,11.36
6/3/2014,667.61,,,,13.9,11.48
6/4/2014,641.61,,,,12.5,11.06
6/5/2014,659.26,,,,10.61,11.29
6/6/2014,653.7,,,,11.77,11.2
6/7/2014,654.97,,,,10.38,11.11
6/8/2014,656.14,,,,9.5,11.27
6/9/2014,649.16,,,,9.54,11.18
6/10/2014,653.15,,,,11.65,11.11
6/11/2014,633.02,,,,10.27,10.94
6/12/2014,586.95,,,,10.18,10.17
6/13/2014,600.16,,,,10.64,10.25
6/14/2014,577.36,,,,10.24,9.93
6/15/2014,592.94,,,,10.35,9.94
6/16/2014,592.19,,,,10.13,9.71
6/17/2014,610.86,,,,10.21,9.66
6/18/2014,607.96,,,,10.22,9.68
6/19/2014,598.07,,,,10.97,9.99
6/20/2014,594.15,,,,10.34,9.83
6/21/2014,594.99,,,,9.29,9.83
6/22/2014,602.27,,,,9.46,9.77
6/23/2014,593.98,,,,9.8,9.72
6/24/2014,582.36,,,,9.44,9.63
6/25/2014,566.34,,,,8.99,9.19
6/26/2014,581.14,,,,10,9.09
6/27/2014,597.26,,,,10.09,9.25
6/28/2014,596.55,,,,9.53,9.19
6/29/2014,602.72,,,,9.23,8.96
6/30/2014,639.8,,,,8.93,8.95
7/1/2014,640.81,,,,7.9,7.79
7/2/2014,650.88,,,,6.99,8.16
7/3/2014,645.16,,,,7.82,8.03
7/4/2014,630.69,,,,7.56,7.34
7/5/2014,631.46,,,,7.12,7.28
7/6/2014,635.81,,,,6.66,7.11
7/7/2014,624.09,,,,6.53,7.56
7/8/2014,624.82,,,,7.17,7.73
7/9/2014,624.51,,,,7.1,7.79
7/10/2014,616.76,,,,6.79,7.79
7/11/2014,632,,,,6.52,7.85
7/12/2014,633.71,,,,6.54,8.62
7/13/2014,626.5,,,,6.35,8.9
7/14/2014,619.32,,,,6.2,8.62
7/15/2014,621.59,,,,6.3,8.56
7/16/2014,616.8,,,,6.35,8.32
7/17/2014,623.09,,,,7.44,8.66
7/18/2014,628.78,,,,7.21,8.72
7/19/2014,628.51,,,,7.06,8.61
7/20/2014,623.9,,,,7.11,8.46
7/21/2014,622.21,,,,6.77,8.59
7/22/2014,621.55,,,,6.41,8.57
7/23/2014,619.41,,,,6.37,8.46
7/24/2014,601.73,,,,6.18,7.79
7/25/2014,601.09,,,,6.07,7.55
7/26/2014,595.81,,,,5.97,7.6
7/27/2014,593.85,,,,5.83,7.75
7/28/2014,585.69,,,,5.17,7.59
7/29/2014,584.73,,,,4.79,7.65
7/30/2014,567.29,,,,4.45,7.26
7/31/2014,586.24,,,,5.57,7.54
8/1/2014,594.92,,,,5.64,7.7
8/2/2014,589.33,,,,5.71,7.63
8/3/2014,586.67,,,,5.8,7.54
8/4/2014,588.78,,,,5.31,7.41
8/5/2014,585.44,,,,5.41,7.27
8/6/2014,584.65,,,,5.77,7.18
8/7/2014,588.87,,,,5.65,7.18
8/8/2014,592.58,,,,5.99,7.06
8/9/2014,589.37,,,,5.59,6.94
8/10/2014,591.06,,,,5.72,6.95
8/11/2014,576.37,,,,5.08,6.06
8/12/2014,569.64,,,,5.02,5.65
8/13/2014,546.66,,,,4.86,5.04
8/14/2014,505.97,,,,4.06,5.04
8/15/2014,497.01,,,,3.64,5.05
8/16/2014,519.71,,,,2.92,4.98
8/17/2014,491.8,,,,2.36,4.33
8/18/2014,461.46,,,,1.54,3.71
8/19/2014,485.25,,,,3.32,4.67
8/20/2014,511.98,,,,3.81,5.45
8/21/2014,517.24,,,,3.38,5.8
8/22/2014,514.04,,,,3.17,5.25
8/23/2014,498.07,,,,2.99,4.9
8/24/2014,508.29,,,,3.09,5.45
8/25/2014,502.5,,,,2.68,5.21
8/26/2014,511.57,,,,2.72,5.54
8/27/2014,511.15,,,,2.29,5.39
8/28/2014,507.81,,,,2.37,5.28
8/29/2014,508.52,,,,2.55,5.36
8/30/2014,504.25,,,,2.43,5.23
8/31/2014,477.76,,,,2.41,4.86
9/1/2014,474.88,,,,2.27,4.71
9/2/2014,477.43,,,,2.32,4.82
9/3/2014,477.59,,,,2.64,4.87
9/4/2014,489.66,,,,3.08,5.18
9/5/2014,483.34,,,,2.84,4.96
9/6/2014,484.83,,,,2.98,4.98
9/7/2014,482.28,,,,2.9,5.16
9/8/2014,474.6,,,,2.78,5.1
9/9/2014,475.26,,,,2.91,5.07
9/10/2014,479.36,,,,2.82,5.34
9/11/2014,479.75,,,,2.8,5.45
9/12/2014,477.75,,,,2.85,5.38
9/13/2014,479,,,,2.87,5.45
9/14/2014,477.89,,,,2.8,5.4
9/15/2014,475.37,,,,3.07,5.18
9/16/2014,466.06,,,,3.33,5.07
9/17/2014,457.33,,,,3.75,5.06
9/18/2014,424.44,,,,3.87,4.69
9/19/2014,394.8,,,,3.43,4.33
9/20/2014,408.9,,,,3.18,4.29
9/21/2014,398.82,,,,2.97,4.25
9/22/2014,402.15,,,,3.36,4.24
9/23/2014,435.79,,,,3.4,4.75
9/24/2014,423.2,,,,3.34,4.67
9/25/2014,411.57,,,,3,4.51
9/26/2014,404.43,,,,2.89,4.43
9/27/2014,399.52,,,,2.84,4.42
9/28/2014,377.18,,,,2.9,4.23
9/29/2014,375.47,,,,2.85,4.25
9/30/2014,386.94,,,,2.7,4.47
10/1/2014,383.62,,,,2.46,4.43
10/2/2014,375.07,,,,2.44,4.32
10/3/2014,359.51,,,,2.4,4.18
10/4/2014,328.87,,,,2.24,3.94
10/5/2014,320.51,,,,2.25,3.7
10/6/2014,330.08,,,,2.25,3.82
10/7/2014,336.19,,,,2.13,3.86
10/8/2014,352.94,,,,2.34,3.91
10/9/2014,365.03,,,,2.4,3.9
10/10/2014,361.56,,,,2.24,3.81
10/11/2014,362.3,,,,2.17,3.77
10/12/2014,378.55,,,,2.14,3.85
10/13/2014,390.41,,,,2.57,3.86
10/14/2014,400.87,,,,2.06,4.08
10/15/2014,394.77,,,,2.07,4.06
10/16/2014,382.56,,,,2.18,3.99
10/17/2014,383.76,,,,2.27,3.99
10/18/2014,391.44,,,,2.29,4.06
10/19/2014,389.55,,,,2.27,3.99
10/20/2014,382.85,,,,2.11,3.91
10/21/2014,386.48,,,,2.08,3.94
10/22/2014,383.16,,,,2.07,3.84
10/23/2014,358.42,,,,2.11,3.74
10/24/2014,358.35,,,,2.04,3.75
10/25/2014,347.27,,,,1.92,3.67
10/26/2014,354.7,,,,1.93,3.73
10/27/2014,352.99,,,,1.91,3.81
10/28/2014,357.62,,,,1.9,3.85
10/29/2014,335.59,,,,1.61,3.73
10/30/2014,345.31,,,,1.79,3.79
10/31/2014,338.32,,,,1.79,3.75
11/1/2014,325.75,,,,1.67,3.57
11/2/2014,325.89,,,,1.66,3.59
11/3/2014,327.55,,,,1.63,3.58
11/4/2014,330.49,,,,1.65,3.59
11/5/2014,339.49,,,,1.75,3.64
11/6/2014,349.29,,,,1.99,3.65
11/7/2014,342.42,,,,2.13,3.56
11/8/2014,345.49,,,,2.73,3.56
11/9/2014,363.26,,,,2.99,3.63
11/10/2014,366.92,,,,2.53,3.7
11/11/2014,367.69,,,,2.43,3.68
11/12/2014,423.56,,,,2.64,4.07
11/13/2014,420.74,,,,2.58,4.1
11/14/2014,397.82,,,,2.41,3.99
11/15/2014,376.13,,,,2.49,3.85
11/16/2014,387.88,,,,2.74,3.88
11/17/2014,387.41,,,,2.33,3.88
11/18/2014,375.2,,,,2.36,3.77
11/19/2014,380.56,,,,2.38,3.81
11/20/2014,357.84,,,,2.26,3.61
11/21/2014,350.85,,,,2.22,3.5
11/22/2014,352.92,,,,2.26,3.52
11/23/2014,367.57,,,,2.31,3.59
11/24/2014,376.9,,,,2.32,3.63
11/25/2014,375.35,,,,2.37,3.57
11/26/2014,368.37,,,,2.36,3.56
11/27/2014,369.67,,,,2.32,3.56
11/28/2014,376.45,,,,2.38,3.6
11/29/2014,375.49,,,,2.37,3.59
11/30/2014,378.05,,,,2.39,3.58
12/1/2014,379.25,,,,2.37,3.58
12/2/2014,381.31,,,,2.43,3.63
12/3/2014,375.01,,,,2.43,3.61
12/4/2014,369.6,,,,2.33,3.59
12/5/2014,376.85,,,,2.37,3.62
12/6/2014,374.79,,,,2.35,3.61
12/7/2014,375.1,,,,2.37,3.71
12/8/2014,361.91,,,,2.3,3.65
12/9/2014,352.22,,,,2.26,3.52
12/10/2014,346.37,,,,2.24,3.5
12/11/2014,350.51,,,,2.29,3.48
12/12/2014,352.54,,,,2.27,3.49
12/13/2014,347.38,,,,2.24,3.48
12/14/2014,351.63,,,,2.24,3.48
12/15/2014,345.35,,,,2.13,3.45
12/16/2014,327.06,,,,1.98,3.02
12/17/2014,319.78,,,,1.94,2.94
12/18/2014,311.4,,,,1.81,2.81
12/19/2014,317.84,,,,1.89,2.87
12/20/2014,329.96,,,,1.98,2.92
12/21/2014,320.84,,,,1.91,2.85
12/22/2014,331.89,,,,1.91,2.89
12/23/2014,334.57,,,,1.92,2.88
12/24/2014,322.53,,,,1.93,2.74
12/25/2014,319.01,,,,1.8,2.7
12/26/2014,327.92,,,,2.03,2.78
12/27/2014,315.86,,,,1.95,2.72
12/28/2014,317.24,,,,1.95,2.73
12/29/2014,312.67,,,,1.91,2.69
12/30/2014,310.74,,,,1.89,2.7
12/31/2014,320.19,,,,1.97,2.72
1/1/2015,314.25,,,,1.94,2.7
1/2/2015,315.03,,,,1.94,2.67
1/3/2015,281.08,,,,1.72,2.13
1/4/2015,264.19,,,,1.63,1.96
1/5/2015,274.47,,,,1.67,2.08
1/6/2015,286.19,,,,1.72,2.11
1/7/2015,294.34,,,,1.72,2.12
1/8/2015,283.35,,,,1.72,2.01
1/9/2015,290.41,,,,1.71,1.98
1/10/2015,274.8,,,,1.66,1.65
1/11/2015,265.66,,,,1.64,1.72
1/12/2015,267.8,,,,1.66,1.71
1/13/2015,225.86,,,,1.35,1.54
1/14/2015,178.1,,,,1.08,1.16
1/15/2015,209.84,,,,1.29,1.28
1/16/2015,208.1,,,,1.28,1.4
1/17/2015,199.26,,,,1.22,1.29
1/18/2015,210.34,,,,1.31,1.33
1/19/2015,214.86,,,,1.37,1.34
1/20/2015,211.31,,,,1.43,1.32
1/21/2015,226.9,,,,1.6,1.37
1/22/2015,233.41,,,,1.63,1.42
1/23/2015,232.88,,,,1.59,1.43
1/24/2015,247.85,,,,1.74,1.84
1/25/2015,253.72,,,,1.81,2.25
1/26/2015,273.47,,,,1.88,2.08
1/27/2015,263.48,,,,1.82,2.09
1/28/2015,233.91,,,,1.65,1.87
1/29/2015,233.51,,,,1.64,1.92
1/30/2015,226.43,,,,1.64,1.9
1/31/2015,217.46,,,,1.61,1.87
2/1/2015,226.97,,,,1.88,1.8
2/2/2015,238.23,,,,1.93,1.88
2/3/2015,227.27,,,,1.79,1.82
2/4/2015,226.85,,,,1.83,1.79
2/5/2015,217.11,,,,1.77,1.74
2/6/2015,222.27,,,,1.79,1.76
2/7/2015,227.75,,,,1.86,1.78
2/8/2015,223.41,,,,1.84,1.78
2/9/2015,220.11,,,,2.17,1.73
2/10/2015,219.84,,,,2.49,1.76
2/11/2015,219.19,,,,3.23,1.73
2/12/2015,221.76,,,,2.81,1.76
2/13/2015,235.43,,,,2.92,1.82
2/14/2015,257.32,,,,2.88,1.94
2/15/2015,234.82,,,,2.76,1.84
2/16/2015,233.84,,,,2.75,1.8
2/17/2015,243.61,,,,2.63,1.85
2/18/2015,236.33,,,,2.84,1.83
2/19/2015,240.28,,,,2.83,1.85
2/20/2015,243.78,,,,2.74,1.85
2/21/2015,244.53,,,,2.78,1.85
2/22/2015,235.98,,,,2.53,1.8
2/23/2015,238.89,,,,2.52,1.82
2/24/2015,238.74,,,,2.94,1.83
2/25/2015,237.47,,,,2.77,1.8
2/26/2015,236.43,,,,2.73,1.81
2/27/2015,253.83,,,,3.04,1.85
2/28/2015,254.26,,,,3.24,1.84
3/1/2015,260.2,,,,3.33,1.89
3/2/2015,275.67,,,,3.62,1.94
