Date,BTC,ETH,ETC,ZEC,DASH,LTC
5/18/2017,1888.65,96.91,6.73,94.92,89.73,28.36
5/19/2017,1987.71,129.53,7.99,106.08,98.98,27.7
5/20/2017,2084.73,126.52,7.41,108.23,100.77,27.51
5/21/2017,2041.2,157.94,9.4,119.81,102.03,26.3
5/22/2017,2173.4,174.26,9.9,203.19,120.73,25.38
5/23/2017,2320.42,181.95,11.94,239.49,138.07,32.11
5/24/2017,2443.64,190.05,18.87,238.6,144.63,34.45
5/25/2017,2304.98,174.45,16.35,224.46,119.63,29.9
5/26/2017,2202.42,160.4,14.26,197.88,112.94,23.75
5/27/2017,2038.87,157.76,16.26,190.82,99.2,23.74
5/28/2017,2155.8,170.51,16.13,196.32,108.14,24.22
5/29/2017,2255.61,194.91,17.1,205.57,117.26,25.21
5/30/2017,2175.47,231.91,18.54,232.93,121.13,24.14
5/31/2017,2286.41,230.67,17.68,235.67,135.97,25.3
6/1/2017,2407.88,222.24,16.83,249.27,136.08,28.8
6/2/2017,2488.55,223.78,17.38,241.68,145.29,28.94
6/3/2017,2515.35,224.38,16.26,230,144.29,27.66
6/4/2017,2511.81,245.33,17.48,239.52,143.35,27.94
6/5/2017,2686.81,248.46,17.31,253.03,144.92,30.84
6/6/2017,2863.2,264.47,17.49,259.36,145.19,30.55
6/7/2017,2732.16,258.07,17.51,262.79,140.36,28.39
6/8/2017,2805.62,261.67,17.54,272.24,145.03,30.21
6/9/2017,2823.81,281.74,17.45,281.13,148.93,29.68
6/10/2017,2947.71,337.67,19.66,328.66,152,30.44
6/11/2017,2958.11,340.61,21.57,331.1,188.27,33.22
6/12/2017,2659.63,401.49,20.33,311.49,170.78,29.5
6/13/2017,2717.02,397.54,20.74,368.28,183.97,30.64
6/14/2017,2506.37,359.05,18.84,387.49,163.21,30.22
6/15/2017,2464.58,361.93,18.36,387.34,163.35,30.22
6/16/2017,2518.56,370.23,18.4,387.43,166.25,35.7
6/17/2017,2655.88,379.41,23.27,384.86,178.13,47.65
6/18/2017,2548.29,371.46,22.07,376.82,193.53,46.04
6/19/2017,2589.6,370.06,22.95,391.89,201.26,50.32
6/20/2017,2721.79,359,21.68,401.2,187.91,47.22
6/21/2017,2689.1,336.87,20.7,378.22,178.81,47.79
6/22/2017,2705.41,336.37,20.79,378.56,177.06,47.71
6/23/2017,2744.91,341.74,21.34,385.84,189.26,47.34
6/24/2017,2608.72,323.7,20.19,362.57,182.62,44.49
6/25/2017,2589.41,303.25,21.42,330.04,172.88,43.92
6/26/2017,2478.45,272.69,19.58,304.65,162.89,41.13
6/27/2017,2552.45,293.09,19.14,328.65,176.02,40.54
6/28/2017,2574.79,327.93,19.65,342.61,184.13,42.85
6/29/2017,2539.32,302.88,18.66,324.38,177.17,41.07
6/30/2017,2480.84,294.92,18.92,307.12,181.77,40.35
7/1/2017,2434.55,274.6,17.81,290.37,165.71,38.99
7/2/2017,2506.47,287.99,17.91,301.88,173.49,41.57
7/3/2017,2564.06,282.9,17.85,291.56,180.79,46.43
7/4/2017,2601.64,273.3,18.05,282.21,183.06,55.33
7/5/2017,2601.99,268.77,17.77,283.01,209.48,53.19
7/6/2017,2608.56,270.55,17.91,287.81,213.17,51.13
7/7/2017,2518.66,245.99,16.75,248.73,196.46,46.58
7/8/2017,2571.34,251.7,16.99,248.86,209.2,52.14
7/9/2017,2518.44,242.14,16.26,241.43,195.64,49.58
7/10/2017,2372.56,215.36,15.48,198.73,174.4,46.58
7/11/2017,2337.79,197.4,14.72,178.37,165.73,45.33
7/12/2017,2398.84,230.77,19.94,211.24,179.89,48.75
7/13/2017,2357.9,209.73,18.36,191.15,171.24,46.33
7/14/2017,2233.34,199.66,17.55,177.45,161.08,42.8
7/15/2017,1998.86,170.66,14.77,160.07,140.14,38.92
7/16/2017,1929.82,157.36,14.18,165.98,132.64,40.91
7/17/2017,2228.41,193.42,15.5,182.51,153.85,42.67
7/18/2017,2318.88,234.39,16.4,199.32,158.07,44.3
7/19/2017,2273.43,199.7,14.83,181.99,155.65,40.86
7/20/2017,2817.6,227.26,16.06,206.94,188.59,45.02
7/21/2017,2667.76,218.31,16.14,201.8,185.86,45.76
7/22/2017,2810.12,229.48,16.51,216.1,195.31,46.56
7/23/2017,2730.4,225.95,15.78,214.42,191.03,44.06
7/24/2017,2754.86,224.71,15.88,206.82,204.02,44.41
7/25/2017,2576.48,206.71,14.92,184.19,195.52,42.24
7/26/2017,2529.45,203.95,14.77,190.08,194.37,42.23
7/27/2017,2671.78,204.32,14.66,185.9,194.09,42.14
7/28/2017,2809.01,193.12,14.16,178.05,185.61,40.61
7/29/2017,2726.45,205.79,14.4,189.29,185.25,41.12
7/30/2017,2757.18,197.98,13.81,175.42,172.82,40.42
7/31/2017,2875.34,203.87,14,176.32,178.51,43.02
8/1/2017,2718.26,226.77,14.57,192.34,184.75,43.04
8/2/2017,2710.67,219.95,14.77,189.14,182.93,42.13
8/3/2017,2804.73,225.34,15.37,186.84,186.99,42.86
8/4/2017,2895.89,223.07,15.04,186.76,186.97,43.45
8/5/2017,3252.91,256.51,15.93,207.52,193.83,46.86
8/6/2017,3213.94,261.57,15.35,206.3,189.13,45.1
8/7/2017,3378.94,269.18,15.31,208.64,197.19,45.8
8/8/2017,3419.94,296.77,15.88,245.48,203.84,48.63
8/9/2017,3342.47,296.03,15.38,242.9,199.21,48.01
8/10/2017,3381.28,295.89,15.19,230.4,200.96,46.5
8/11/2017,3650.62,308.86,15.17,234.37,205.79,47.1
8/12/2017,3884.71,310.6,14.81,223.31,205.49,46.43
8/13/2017,4073.26,298.06,14.3,214.31,198.17,45.81
8/14/2017,4325.13,300.1,14.08,210.23,199.44,45.8
8/15/2017,4181.93,289.82,13.69,212.17,203.52,43.31
8/16/2017,4376.63,302.27,14.19,216.75,232.02,44.15
8/17/2017,4331.69,301.46,13.93,208.95,233.62,43.91
8/18/2017,4160.62,295.59,13.81,201.01,224.28,47.28
8/19/2017,4193.7,297.47,13.7,233.34,288.7,45.48
8/20/2017,4087.66,301.43,13.89,241.07,294.2,46.23
8/21/2017,4001.74,321.59,14.56,239.06,279.58,47.94
8/22/2017,4100.52,314.79,14.39,227.71,291.5,46.73
8/23/2017,4151.52,317.52,15.29,228.3,292.57,53.25
8/24/2017,4334.68,325.61,15.14,228.11,315.37,50.19
8/25/2017,4371.6,331.92,15.28,237.86,315.89,51.18
8/26/2017,4352.4,333.88,15.29,294.65,399.85,51.75
8/27/2017,4382.88,347.89,16.02,273.37,362.89,61.16
8/28/2017,4382.66,347.75,15.79,274.62,356.78,62.36
8/29/2017,4579.02,370.67,15.79,270.3,359.55,63.17
8/30/2017,4565.3,378.49,15.66,271.64,368.34,64.17
8/31/2017,4703.39,383.04,16.38,283.29,378.32,71.06
9/1/2017,4892.01,387.74,21.94,305.11,393.35,86.04
9/2/2017,4578.77,348.98,20.08,254.03,350.17,79.02
9/3/2017,4582.96,347.48,18.57,260.09,356.39,76.84
9/4/2017,4236.31,295.17,15.84,218.34,316.13,65.21
9/5/2017,4376.53,312.99,16.58,226.88,327.23,71.29
9/6/2017,4597.12,334.34,19.02,247.01,347.17,80.11
9/7/2017,4599.88,329.43,17.81,247.31,343.91,78.48
9/8/2017,4228.75,296.5,15.2,213.99,333.21,67.79
9/9/2017,4226.06,294.4,14.89,213.79,323.14,66.01
9/10/2017,4122.94,288.75,13.66,212.91,320.11,61.61
9/11/2017,4161.27,294.53,14.61,208.77,318.4,66.04
9/12/2017,4130.81,291.46,14.44,207.77,325.97,64.23
9/13/2017,3882.59,277.11,14.11,197.22,301.29,61.73
9/14/2017,3154.95,213.91,9.13,158.88,236.24,41.58
9/15/2017,3637.52,250.46,10.24,181.06,284.36,48.21
9/16/2017,3625.04,246.52,9.93,172.46,298.86,48.26
9/17/2017,3582.88,251.75,10.02,174.18,313.84,48.49
9/18/2017,4065.2,293.5,11.79,193.16,333,55.53
9/19/2017,3924.97,282.8,11.48,188.3,324.26,52.84
9/20/2017,3905.95,283.74,11.25,187.86,342.43,51.73
9/21/2017,3631.04,258.58,10.07,175.65,330.05,46.61
9/22/2017,3630.7,264.31,10.26,195.84,346.58,48.09
9/23/2017,3792.4,286.17,10.61,204.21,350.79,49.27
9/24/2017,3682.84,282.48,10.44,205.63,331.85,47.62
9/25/2017,3926.07,292.33,10.86,230.77,345.09,51.58
9/26/2017,3892.35,287.44,11.24,231.47,339.1,51.55
9/27/2017,4200.67,306.47,12.65,285.36,346.43,56.28
9/28/2017,4174.73,299.15,12.73,310.6,338.25,54.09
9/29/2017,4163.07,291.47,12.52,290.12,327.7,52.62
9/30/2017,4338.71,301.46,12.98,277.53,327.14,55.14
10/1/2017,4403.74,302.34,12.74,263.94,315.8,54.54
10/2/2017,4409.32,297.48,12.44,257.6,308.69,53.38
10/3/2017,4317.48,292.46,12.41,252.94,296.24,52.35
10/4/2017,4229.36,292.66,11.97,237.91,305.46,51.4
10/5/2017,4328.41,295.86,11.95,254.82,305.4,51.67
10/6/2017,4370.81,308.59,12.34,257.61,306.88,52.12
10/7/2017,4426.89,311.12,12.28,253.98,310.49,52.58
10/8/2017,4610.48,308.61,12.12,241.06,302.48,53.14
10/9/2017,4772.02,297.39,11.5,229.49,283.67,50.16
10/10/2017,4781.99,299.87,11.54,235.66,291.27,50.72
10/11/2017,4826.48,303.46,11.49,236.13,298.4,50.89
10/12/2017,5446.91,304.14,11.96,227,291.91,60.11
10/13/2017,5647.21,338.76,12.18,240.05,310.38,59.43
10/14/2017,5831.79,339.63,12.26,240.89,316.69,63.95
10/15/2017,5678.19,336.6,11.95,232.63,309.51,65.47
10/16/2017,5725.59,333.38,11.89,233.01,302.21,64.62
10/17/2017,5605.51,317.08,11.92,231.28,299.88,59.48
10/18/2017,5590.69,314.32,11.53,229.3,297.26,60.73
10/19/2017,5708.52,308.09,11.34,230.07,295.47,59.74
10/20/2017,6011.45,304.01,11.22,222.52,289.19,60.33
10/21/2017,6031.6,300.19,10.92,212.46,277.86,58.2
10/22/2017,6008.42,295.45,10.83,213.73,275.7,56.81
10/23/2017,5930.32,286.95,10.28,206.52,284.23,54.92
10/24/2017,5526.64,298.33,10.6,216.04,293.2,55.96
10/25/2017,5750.8,297.93,10.63,217.69,289.14,56.49
10/26/2017,5904.83,296.53,10.5,233.67,286.13,55.74
10/27/2017,5780.9,297.42,10.38,244.52,280.48,55.33
10/28/2017,5753.09,296.3,10.55,231.07,275.69,54.69
10/29/2017,6153.85,305.09,10.86,234.33,283.93,57.11
10/30/2017,6130.53,307.75,10.87,241.22,285.94,56.39
10/31/2017,6468.4,305.88,10.62,233.01,279.15,55.75
11/1/2017,6767.31,291.69,10.26,222.41,271.56,53.18
11/2/2017,7078.5,287.43,10.24,218.16,265.31,54.74
11/3/2017,7207.76,305.71,12.66,232.63,278.59,56.18
11/4/2017,7379.95,300.47,11.89,230.39,274.68,55.04
11/5/2017,7407.41,296.26,13.24,225.35,273.17,54.75
11/6/2017,7022.76,298.89,14.33,228.69,275.68,55.17
11/7/2017,7144.38,294.66,13.92,240.87,293.38,61.3
11/8/2017,7459.69,309.07,14.02,250.6,316.33,62.57
11/9/2017,7143.58,320.88,14.21,262,326.01,64.27
11/10/2017,6618.14,299.25,14.6,237.88,329.57,59.26
11/11/2017,6357.6,314.68,19.42,253.6,346.06,62.3
11/12/2017,5950.07,307.91,15.18,288.67,536.12,59.01
